codigo;descricao;porte;ch;co
40301095;Ácido glioxílico - pesquisa e/ou dosagem;;;
30712076;Halo-gesso;;;
40301087;Ácido fólico, pesquisa e/ou dosagem nos eritrócitos;;;
30712068;Dupla abdução ou Ducroquet;;;
40301079;Ácido beta hidroxi butírico - pesquisa e/ou dosagem;;;
30712050;Cruro-podálico;;;
40301060;Ácido ascórbico (vitamina C) - pesquisa e/ou dosagem;;;
30712041;Colete;;;
40301052;Acetona, pesquisa e/ou dosagem no soro;;;
30712033;Colar;;;
40301044;Acetilcolinesterase, em eritrócitos - pesquisa e/ou dosagem;;;
30712025;Bota com ou sem salto;;;
40301036;Acetaminofen - pesquisa e/ou dosagem;;;
30712017;Áxilo-palmar ou pendente;;;
40301028;5-nucleotidase - pesquisa e/ou dosagem;;;
30711037;Imobilização de membro superior ;;;
40301010;3-metil histidina, pesquisa e/ou dosagem no soro;;;
30711029;Imobilização de membro inferior ;;;
40202836;Retirada endoscópica de balão intragástrico;;;
30711010;Imobilizações não-gessadas (qualquer segmento);;;
40202828;Calibração endoscópica de balão de longa permanência;;;
30710065;Retirada de prótese de substituição (grandes e médias articulações);;;
40202810;Colocação endoscópica de balão intragástrico de longa permanência (9 - 12 meses);;;
30710057;Retirada de fixadores externos ;;;
40202801;Colocação endoscópica de balão intragástrico de curta permanência (6 meses);;;
30710049;Retirada de próteses de substituição de pequenas articulações ;;;
40202798;Ecobroncoscopia com punção aspirativa com agulha fina;;;
30710030;Retirada de placas ;;;
40202780;Biópsia endoscópica por órgão;;;
30710022;Retirada de fios, pinos, parafusos ou hastes metálicas intra-ósseas ;;;
40202771;Retirada de balão intragástrico por via endoscópica ;;;
30710014;Retirada de fios ou pinos metálicos transósseos ;;;
40202763;Laringoscopia/traqueoscopia com laser para exérese de papiloma/tumor;;;
40202755;Colonoscopia com tratamento de fístula;;;
30709032;Tração transesquelética (por membro);;;
40202747;Endoscopia digestiva alta com cromoscopia e biópsia e/ou citologia;;;
30709024;Tração cutânea ;;;
40202739;Retossigmoidoscopia rígida com polipectomia;;;
30709016;Instalação de halo craniano;;;
40202720;Retossigmoidoscopia rígida com biópsia e/ou citologia ;;;
30707064;Transplante de dois pododáctilos para a mão;;;
40202712;Colonoscopia com mucosectomia ;;;
30707056;Transplante do hallux para polegar;;;
40202704;Colonoscopia com estenostomia ;;;
30707048;Transplante do 2º pododáctilo para o polegar;;;
40202690;Retossigmoidoscopia flexível com biópsia e/ou citologia ;;;
30707030;Transplante de dedos do pé para a mão;;;
40202682;Retossigmoidoscopia flexível com polipectomia ;;;
30707021;Transplante de 2º pododáctilo para mão;;;
40202674;Colonoscopia com dilatação segmentar ;;;
30707013;Transplante articular de metatarsofalângica para a mão;;;
40202666;Colonoscopia com biópsia e/ou citologia;;;
30706033;Reimplante do membro superior, do nível médio do antebraço até o ombro;;;
40202658;Colocação de balão intragástrico por via endoscópica para obesidade mórbida ;;;
30706025;Reimplante do membro inferior do pé até o terço médio da perna ;;;
40202640;Uretrotomia endoscópica ;;;
30706017;Reimplante do membro inferior do nível médio proximal da perna até a coxa;;;
30705100;Reimplante de segmentos distais do membro superior, com ressecção segmentar ;;;
40202631;Tratamento endoscópico de hemoptise ;;;
30705070;Autotransplante de três retalhos, um cutâneo separado, combinado a outros dois retalhos musculares isolados e associados, ligados por um único pedículo vascular;;;
40202623;Traqueostomia por punção percutânea;;;
30705061;Autotransplante de outros retalhos,  isolados  entre  si, e associados mediante um único pedículo vascular comuns aos retalhos ;;;
40202615;Endoscopia digestiva alta com biópsia e teste de urease (pesquisa Helicobacter pylori);;;
40202607;Tamponamento de varizes do esôfago e estômago;;;
30705053;Autotransplante de epiplon;;;
40202593;Retirada de tumor ou papiloma por broncoscopia;;;
30705045;Autotransplante de dois retalhos, um cutâneo combinado a retalho osteomuscular, isolados e associados entre sí, ligados por um único pedículo vascular ;;;
40202585;Retirada de corpo estranho no brônquio ou brônquico ;;;
30705037;Autotransplante de dois retalhos,  um  cutâneo  combinado a um muscular,  isolados  e associados entre si, ligados por um único pedículo vascular;;;
40202577;Retirada de corpo estranho do esôfago, estômago ou duodeno;;;
30705029;Autotransplante de dois retalhos cutâneos combinados, isolados e associados entre si, ligados por um único pedículo vascular ;;;
40202569;Retirada de corpo estranho do cólon ;;;
30705010;Autotransplante de dois retalhos  musculares combinados, isolados e associados entre si, ligados por um único pedículo ;;;
40202550;Polipectomia do esôfago, estômago ou duodeno (independente do número de pólipos) ;;;
30704081;Transplante ósseo vascularizado (microanastomose);;;
40202542;Polipectomia de cólon (independente do número de pólipos) ;;;
30704073;Perônio ou fíbula;;;
40202534;Passagem de sonda naso-enteral ;;;
30704065;Outros transplantes ósseos e osteomusculocutâneos ;;;
40202526;Papilotomia, dilatação e colocação de prótese ou dreno biliar ou pancreático ;;;
30704057;Osteomusculocutâneo de costela ;;;
40202518;Papilotomia endoscópica (para retirada de cálculos coledocianos ou drenagem biliar) ;;;
30704049;Osteocutâneos de costela ;;;
40202500;Papilotomia e dilatação biliar ou pancreática;;;
30704030;Osteocutâneo de ilíaco;;;
40202496;Papilotomia biópsia e/ou citologia biliar e pancreática ;;;
30704022;Ilíaco ;;;
40202488;Nasofibrolaringoscopia para dignóstico e/ou biópsia ;;;
30704014;Costela ;;;
40202470;Mucosectomia ;;;
30703182;Tensor da fascia lata (tensor fascia lata) - transplantes musculares com microanastomoses vasculares;;;
40202453;Ligadura elástica do esôfago, estômago ou duodeno ;;;
30703174;Supinador longo (brachioradialis);;;
40202445;Laringoscopia/traqueoscopia para intubação oro ou nasotraqueal;;;
30703166;Serrato maior (serratus) - transplantes musculares com microanastomoses vasculares;;;
40202437;Laringoscopia/traqueoscopia para diagnóstico e biópsia com aparelho flexível;;;
30703158;Semitendinoso (semitendinosus);;;
40202429;Laringoscopia/traqueoscopia para diagnóstico e biópsia (tubo rígido) ;;;
30703140;Semimembranoso (semimembranosus) ;;;
40202410;Laringoscopia/traqueoscopia com retirada de corpo estranho (tubo rígido);;;
30703131;Sartório (sartorius) ;;;
40202399;Laringoscopia/traqueoscopia com exérese de pólipo/nódulo/papiloma ;;;
30703123;Reto interno (gracilis) - transplantes musculares com microanastomoses vasculares;;;
40202372;Laringoscopia com retirada de corpo estranho de laringe/faringe (tubo flexível) ;;;
30703115;Reto anterior (rectus femoris) ;;;
40202364;Laringoscopia com microscopia para exérese de pólipo/nódulo/papiloma;;;
30703107;Primeiro radial externo (extensor carpi radialis longus) ;;;
40202356;Jejunostomia endoscópica ;;;
30703093;Outros transplantes musculares;;;
40202348;Introdução de prótese no esôfago ;;;
30703085;Os músculos latissimus dorsi, gracilis, rectus femoris, tensor fascia lata, flexor digitorum brevis, quando transplantados com sua inervação e praticada a microneurorrafia com finalidade de restaurar função e sensibilidade, serão considerados retalhos neurovasculares livres e terão acréscimo do porte.;;;
40202330;Injeção de substância medicamentosa por endoscopia ;;;
30703077;Músculo pédio (extensor digitorum brevis) ;;;
40202313;Hemostasias de cólon ;;;
30703069;Grande peitoral (pectoralis major);;;
40202305;Hemostasia térmica do esôfago, estômago ou duodeno;;;
30703050;Grande dorsal (latissimus dorsi) - transplantes musculares com microanastomoses vasculares;;;
40202291;Hemostasia mecânica do esôfago, estômago ou duodeno ;;;
30703042;Flexor curto plantar (flexor digitorum brevis) ;;;
40202283;Gastrostomia endoscópica ;;;
30703034;Extensor próprio do dedo gordo (extensor hallucis longus) ;;;
40202267;Estenostomia endoscópica ;;;
30703026;Extensor comum dos dedos (extensor digitorum longus) ;;;
40202259;Esclerose ou hemostasia química de varizes ou outras patologias hemorrágicas de esôfago, estômago ou duodeno;;;
30703018;Bíceps femoral (biceps femoris);;;
40202240;Ecoendoscopia com punção por agulha ;;;
30702089;Trapézio (trapezius) ;;;
40202232;Ecoendoscopia com neurólise de plexo celíaco;;;
30702070;Tensor da fascia lata (tensor fascia lata) - transplantes músculo-cutâneos com microanastomoses vasculares;;;
40202224;Ecoendoscopia com cistoenterostomia ;;;
30702062;Serrato maior (serratus) - transplantes músculo-cutâneos com microanastomoses vasculares;;;
40202216;Drenagem cavitária por laparoscopia;;;
30702054;Reto interno (gracilis) - transplantes músculo-cutâneos com microanastomoses vasculares;;;
40202208;Diverticulotomia - aparelho digestivo ;;;
30702046;Reto abdominal (rectus abdominis) ;;;
40202194;Dilatação instrumental e injeção de substância medicamentosa por endoscopia;;;
40202186;Dilatação instrumental do esôfago, estômago ou duodeno ;;;
30702038;Outros transplantes músculo-cutâneos;;;
40202178;Dilatação de estenose laringo-traqueo-brônquica ;;;
30702020;Grande glúteo (gluteus maximus) ;;;
40202160;Desobstrução brônquica por broncoaspiração ;;;
30702011;Grande dorsal (latissimus dorsi) - transplantes músculo-cutâneos com microanastomoses vasculares;;;
40202151;Desobstrução brônquica com laser ou eletrocautério ;;;
30701210;Transplante miocutâneo com microanastomose;;;
40202143;Descompressão colônica por colonoscopia ;;;
30701201;Transplante cutâneo sem microanastomose, ilha neurovascular ;;;
40202135;Colonoscopia com magnificação e tatuagem ;;;
30701198;Transplante cutâneo com microanastomose;;;
40202127;Colocação de prótese traqueal ou brônquica ;;;
30701180;Temporal ;;;
40202119;Colocação de prótese coledociana por via endoscópica ;;;
30701171;Retroauricular;;;
40202100;Colocação de cateter para braquiterapia endobrônquica;;;
30701163;Paraescapular;;;
40202097;Colocação de cânula sob orientação endoscópica;;;
30701155;Outros transplantes cutâneos;;;
40202089;Colagem de fístula por via endoscópica;;;
30701147;Interdigital da 1ª comissura dos dedos do pé - transplantes cutâneos ;;;
40202070;Cistoenterostomia com colocação de prótese ou dreno ;;;
30701139;Intercostal - transplantes cutâneos ;;;
40202062;Cecostomia ;;;
40202054;Broncoscopia com biópsia transbrônquica com acompanhamento radioscópico ;;;
30701120;Inguino-cural - transplantes cutâneos ;;;
30701112;Fossa poplítea - transplantes cutâneos ;;;
40202046;Biópsias por laparoscopia;;;
40202038;Endoscopia digestiva alta com biópsia e/ou citologia ;;;
30701104;Femoral - transplantes cutâneos ;;;
30701090;Escapular - transplantes cutâneos ;;;
40202011;Aritenoidectomia microcirúrgica endoscópica;;;
30701082;Dorsal do pé - transplantes cutâneos ;;;
40201406;Aplicação de plasma de argônio por sigmoidoscopia;;;
40201392;Aplicação de plasma de argônio por colonoscopia;;;
30701074;Digital do hallux - transplantes cutâneos ;;;
40201384;Aplicação de plasma de argônio por broncoscopia;;;
30701066;Digitais (da face volar e látero-cubital dos dedos médio e anular da mão) - transplantes cutâneos ;;;
40201376;Aplicação de plasma de argônio por endoscopia digestiva alta;;;
30701058;Deltopeitoral - transplantes cutâneos ;;;
40201368;Broncoscopia com cromoscopia;;;
30701040;Couro cabeludo - transplantes cutâneos ;;;
40201350;Colonoscopia com cromoscopia;;;
30701031;Axilar - transplantes cutâneos ;;;
30701023;Antebraço  - transplantes cutâneos ;;;
40201341;Enteroscopia do intestino delgado com cápsula endoscópica;;;
40201333;Endoscopia digestiva alta com cromoscopia;;;
30701015;Abdominal ou hipogástrico - transplantes cutâneos ;;;
40201325;Videoquimografia laríngea;;;
40201317;Medida de pressão de varizes de esôfago endoscópica;;;
40201309;Avaliação endoscópica da deglutição (FEES);;;
40201287;Ureteroscopia rígida unilateral;;;
40201279;Ureteroscopia flexível unilateral;;;
40201260;Vídeo-faringo-laringoscopia com endoscópio rígido;;;
40201252;Vídeo-faringo-laringoscopia com endoscópio flexível;;;
40201244;Vídeo-laringo-estroboscopia com endoscópio rígido;;;
40201236;Vídeo-laringo-estroboscopia com endoscópio flexível;;;
40201228;Vídeo-endoscopia naso-sinusal com ótica rígida;;;
30602467;Reconstrução mamária com retalho miocutâneo de grande dorsal ;;;
40201210;Vídeo-endoscopia naso-sinusal com ótica flexível;;;
30602459;Retirada de prótese de mama - unilateral;;;
40201201;Vídeo-endoscopia do esfíncter velo-palatino com ótica rígida;;;
30602440;Reposicionamento com complexo aréolo-papilar - unilateral;;;
40201198;Vídeo-endoscopia do esfíncter velo-palatino com ótica flexível;;;
30602432;Reconstrução mamária com retalho livre microcirúrgico;;;
40201180;Retossigmoidoscopia rígida;;;
30602424;Papilectomia de mama - unilateral ;;;
40201171;Retossigmoidoscopia flexível;;;
30602416;Mastectomia preservadora de pele;;;
40201163;Laparoscopia;;;
30602408;Capsulectomia - ressecção de cápsula da prótese unilateral;;;
40201155;Histeroscopia diagnóstica com biópsia;;;
30602394;Adenomastectomia com redução de excesso de pele;;;
40201147;Enteroscopia (push enteroscopia);;;
30602386;Adenomastectomia / mastectomia preservadora de pele, aréola e papila;;;
40201139;Endoscopia digestiva alta com magnificação;;;
30602378;Mamoplastia masculina pós-bariátrica;;;
40201120;Endoscopia digestiva alta;;;
30602360;Mamoplastia feminina (com ou sem uso de implantes mamários) pós-bariátrica;;;
30602351;Mamoplastia;;;
40201112;Ecoendoscopia baixa;;;
30602343;Linfadenectomia por incisão extra-axilar;;;
40201104;Ecoendoscopia alta;;;
30602335;Biópsia percutânea com agulha grossa, em consultório;;;
40201090;Colonoscopia com magnificação;;;
40201082;Colonoscopia (inclui a retossigmoidoscopia);;;
30602327;Substituição de prótese - em mama;;;
40201074;Colangiopancreatografia retrógrada endoscópica;;;
30602319;Retirada da válvula após colocação de expansor permanente - em mama;;;
40201066;Cistoscopia e/ou uretroscopia;;;
30602300;Ressecção dos ductos principais da mama - unilateral;;;
40201058;Broncoscopia com ou sem aspirado ou lavado brônquico bilateral;;;
30602297;Ressecção do linfonodo sentinela / torácica medial;;;
40201031;Broncoscopia com biópsia transbrônquica;;;
30602289;Ressecção do linfonodo sentinela / torácica lateral - em mama;;;
40201023;Anuscopia (interna e externa);;;
30602262;Reconstrução da mama com prótese e/ou expansor;;;
30602254;Reconstrução parcial da mama pós-quadrantectomia;;;
40201015;Amnioscopia;;;
30602246;Reconstrução mamária com retalhos cutâneos regionais;;;
40105148;Espirometria;;;
30602238;Reconstrução mamária com retalho muscular ou miocutâneo - unilateral;;;
40105130;Regulação ventilatória - 3) resposta a hipoxia e hipercapnia;;;
30602211;Reconstrução da placa aréolo mamilar - unilateral;;;
40105121;Regulação ventilatória - 2) determinação da pressão de oclusão;;;
30602203;Quadrantectomia - ressecção segmentar - em mama;;;
40105113;Regulação ventilatória - 1) medida de ventilação e do padrão ventilatório;;;
30602190;Quadrantectomia e linfadenectomia axilar - em mama;;;
40105105;Espirografia Simples - capacidade vital lenta;;;
30602181;Punção ou biópsia percutânea de agulha fina - por nódulo (máximo de 3 nódulos por mama) ;;;
40105091;Resistência das vias aéreas por pletismografia;;;
40105083;Resistência das vias aéreas por oscilometria;;;
30602173;Mastoplastia em mama oposta após reconstrução da contralateral;;;
40105075;Prova de função pulmonar completa (ou espirometria);;;
30602165;Mastectomia subcutânea e inclusão da prótese;;;
40105067;Medida seriada por 3 semanas do pico de fluxo expiratório;;;
30602157;Mastectomia simples;;;
40105059;Medida de pico de fluxo expiratório;;;
30602149;Mastectomia radical ou radical modificada - qualquer técnica;;;
40105040;Medida da difusão do monóxido de carbono;;;
30602130;Linfadenectomia axilar;;;
40105032;Determinação dos volumes pulmonares por pletismografia;;;
30602122;Correção da hipertrofia mamária - unilateral;;;
40105024;Determinação dos volumes pulmonares por diluição de gases;;;
30602114;Ginecomastia - unilateral - correção cirúrgica;;;
40105016;Determinação das pressões respiratórias máximas;;;
30602106;Fistulectomia de mama;;;
40104125;Sistema tridimensional de avaliação do movimento que inclui vídeo acoplado à plataforma da força e eletromiografia;;;
30602092;Exérese de nódulo - em mama;;;
40104044;Ergotonometria músculo-esquelético (tetra, paraparesia e hemiparesia);;;
30602084;Exérese de mama supra-numerária - unilateral;;;
40104036;Curva  I/T - medida de latência de nervo periférico;;;
30602076;Exérese de lesão da mama por marcação estereotáxica ou roll;;;
40104028;Cronaximetria;;;
30602068;Drenagem e/ou aspiração de seroma - em mama;;;
40104010;Avaliação muscular por dinamometria computadorizada (isocinética) - por articulação;;;
30602050;Drenagem de abscesso de mama;;;
40103927;Teste de impulso cefálico ou vHIT (Vídeo Head Impulse Teste (Vídeo HT));;;
30602041;Correção de inversão papilar - unilateral ;;;
40103919;Vídeoeletroencefalograma contínua invasiva para avaliação de tratamento cirúrgico de epilepsia - a cada 12 horas;;;
30602033;Correção cirúrgica da assimetria mamária;;;
40103897;Processamento auditivo central (a partir dos 7 anos e adulto);;;
40103889;Processamento auditivo central infantil (de 3 a 7 anos);;;
30602025;Coleta de fluxo papilar de mama;;;
40103870;Potencial evocado do nervo trigêmeo;;;
30602017;Biópsia incisional de mama;;;
40103862;Eletroencefalograma com eletrodos especiais;;;
30601312;Osteomielite de costela ou esterno - tratamento conservador;;;
40103854;Teste de Fowler;;;
30601304;Fratura de costela ou esterno - tratamento conservador;;;
40103846;Prova de Stenger;;;
30601290;Ressutura de parede torácica;;;
40103838;Prova de Doerfler-Stewart;;;
30601282;Vídeo para procedimentos sobre a coluna vertebral;;;
30601274;Correção de deformidades da parede torácica por vídeo;;;
40103820;Pesquisa do nistagmo optocinético;;;
40103811;Eletrodiagnóstico;;;
30601266;Punção biópsia de costela ou esterno;;;
40103803;Avaliação da função auditiva central;;;
30601258;Osteomielite de costela ou esterno - tratamento cirúrgico;;;
40103790;Audiometrias de altas frequências;;;
30601240;Fratura luxação de esterno ou costela - tratamento cirúrgico;;;
40103781;Audiometria ocupacional ou de seleção;;;
30601231;Fratura luxação de esterno ou costela - redução incruenta;;;
40103765;Videonistagmografia infravermelha;;;
30601223;Biópsia cirúrgica de costela ou esterno;;;
40103757;Vídeo-EEG contínua não invasiva - a cada 12 horas;;;
30601215;Tratamento cirúrgico de fraturas do gradil costal;;;
40103749;Vectoeletronistagmografia - computadorizada;;;
30601207;Tração esquelética do gradil costo-esternal (traumatismo);;;
40103730;Teste de latências múltiplas de sono (TLMS) diurno pós PSG;;;
30601193;Toracotomia para procedimentos ortopédicos sobre a coluna vertebral;;;
40103722;Teste de fístula perilinfática com eletronistagmografia;;;
30601185;Toracotomia exploradora (excluídos os procedimentos intratorácicos);;;
40103714;Teste de estimulação repetitiva (um ou mais músculos);;;
30601177;Toracotomia com biópsia;;;
40103684;Reflexo cutâneo-simpático;;;
30601169;Toracoplastia (qualquer técnica);;;
40103676;Rinometria acústica;;;
30601150;Toracectomia;;;
40103668;Rinomanometria computadorizada;;;
30601142;Retirada de corpo estranho da parede torácica;;;
40103650;Registro do nistagmo pendular e optocinético;;;
30601134;Ressecção de tumor do diafragma e reconstrução (qualquer técnica);;;
40103641;Provas de função tubária;;;
30601126;Reconstrução da região esternal com retalhos musculares bilaterais;;;
40103633;Potencial evocado visual (PEV);;;
30601118;Reconstrução da parede torácica com retalhos musculares ou miocutâneos;;;
40103625;Potencial evocado somato-sensitivo - membros superiores (PESS);;;
30601100;Reconstrução da parede torácica com retalhos cutâneos;;;
40103617;Potencial evocado somato-sensitivo - membros inferiores (PESS);;;
30601096;Reconstrução da parede torácica (com ou sem prótese);;;
40103609;Potencial evocado motor - PEM (bilateral);;;
30601088;Plumbagem extrafascial;;;
40103595;Potencial evocado gênito-cortical (PEGC);;;
30601070;Mobilização de retalhos musculares ou do omento ;;;
40103587;Potencial somato-sensitivo para localização funcional da área central (monitorização por hora) até 3 horas;;;
30601053;Fechamento de pleurostomia;;;
40103579;Potencial evocado auditivo de média latência (PEA-ML) bilateral;;;
30601045;Esternectomia total;;;
40103560;Potencial evocado - P300;;;
30601037;Esternectomia subtotal;;;
40103552;Posturografia;;;
30601029;Costectomia;;;
40103544;Polissonograma com teste de CPAP/BIPAP nasal;;;
30601010;Correção de deformidades da parede torácica;;;
40103536;Polissonograma com EEG de noite inteira;;;
40103528;Polissonografia de noite inteira (PSG) (inclui polissonogramas);;;
40103510;Poligrafia de recém-nascido (maior ou igual 2 horas) (PG/RN);;;
40103501;Pesquisa do fenômeno de Tullio;;;
40103498;Potencial evocado auditivo de tronco cerebral (PEA-TC);;;
40103480;Pesquisa de pares cranianos relacionados com o VIII PAR;;;
40103471;Perimetria com scanning laser ophthalmoscope - monocular;;;
30502365;Sinusotomia frontal intranasal com balão por videoendoscopia;;;
40103463;Otoemissões evocadas transientes;;;
30502357;Sinusotomia frontal intranasal por videoendoscopia;;;
40103455;Otoemissões acústicas produto de distorção;;;
30502349;Sinusotomia esfenoidal por videoendoscopia;;;
40103447;Método de Proetz (por sessão);;;
30502322;Sinusectomia maxilar - via endonasal por videoendoscopia;;;
40103439;Impedanciometria - timpanometria;;;
30502314;Etmoidectomia intranasal por videoendoscopia;;;
40103420;Imitanciometria de alta frequência;;;
30502306;Artéria maxilar interna - ligadura transmaxilar por videoendoscopia;;;
40103412;Gustometria;;;
30502292;Antrostomia maxilar intranasal por videoendoscopia;;;
40103404;Espectrografia vocal;;;
30502276;Sinusotomia frontal via externa;;;
40103390;EMG quantitativa ou EMG de fibra única;;;
30502268;Sinusotomia frontal intranasal;;;
40103382;EMG para monitoração de quimodenervação (por sessão);;;
30502250;Sinusotomia esfenoidal;;;
40103374;"EMG com registro de movimento involuntário (teste dinâmico de escrita; estudo funcional de tremores)";;;
30502241;Sinusectomia transmaxilar (Ermiro de Lima);;;
40103366;Eletroneuromiografia genitoperineal;;;
30502233;Sinusectomia maxilar - via oral (Caldwell-Luc);;;
40103358;Eletroneuromiografia de segmento especial;;;
30502225;Sinusectomia fronto-etmoidal por via externa;;;
40103340;Eletroneuromiografia de segmento complementar;;;
30502217;Sinusectomia frontal com retalho osteoplástico ou via coronal;;;
40103331;Eletroneuromiografia de MMSS e MMII;;;
30502209;Sinusectomia maxilar - via endonasal;;;
40103323;Eletroneuromiografia de MMSS;;;
30502195;Biópsia de seios paranasais - qualquer via;;;
40103315;Eletroneuromiografia de MMII;;;
30502187;Ressecção de tumor benigno ;;;
40103307;Eletroneuromiografia (velocidade de condução) testes de estímulos para paralisia facial;;;
30502179;Punção maxilar transmeática ou via fossa canina;;;
40103285;Eletroglotografia;;;
30502160;Pólipo antro-coanal de Killiam - exérese;;;
40103277;Eletrocorticografia intra-operatória (ECOG) - por hora de monitorização;;;
30502152;Maxilectomia total;;;
40103269;Eletrococleografia (Ecochg);;;
30502144;Maxilectomia parcial;;;
40103250;Eletro-retinografia - monocular;;;
30502136;Maxilectomia incluindo exenteração de órbita;;;
40103242;Eletro-oculografia - monocular;;;
30502128;Fístula oronasal - tratamento cirúrgico;;;
40103234;Eletrencefalograma em vigília, e sono espontâneo ou induzido;;;
30502110;Fístula oro-antral - tratamento cirúrgico;;;
40103200;Eletrencefalograma especial: terapia intensiva, morte encefálica, EEG prolongado (até 2 horas);;;
30502101;Exérese de tumor de seios paranasais por via endoscopica;;;
40103196;EEGQ quantitativo (mapeamento cerebral);;;
30502098;Exérese de tumor com abordagem craniofacial oncológica seios...(tempo facial);;;
40103188;EEG intra-operatório para monitorização cirúrgica (EEG/IO) - por hora de monitorização;;;
30502080;Etmoidectomia intranasal;;;
40103170;EEG de rotina;;;
30502071;Etmoidectomia externa;;;
40103161;Decay do reflexo estapédico;;;
30502063;Descompressão transetmoidal do canal óptico;;;
40103153;Craniocorporografia;;;
30502047;Cisto naso-alveolar e globular - exérese ;;;
40103145;Variação de contingente negativo (PE/Tardio);;;
30502039;Artéria maxilar interna - ligadura transmaxilar;;;
40103137;Campimetria computadorizada - monocular;;;
30502020;Antrostomia maxilar intranasal;;;
40103110;Audiometria vocal com mensagem competitiva (SSI, SSW);;;
30502012;Angiofibroma - ressecção transmaxilar e/ou transpalatina ;;;
40103102;Audiometria vocal - pesquisa de limiar de inteligibilidade;;;
30501547;Fratura de osso próprio de nariz - tratamento conservador;;;
40103099;Audiometria vocal - pesquisa de limiar de discriminação;;;
30501539;Septoplastia por videoendoscopia;;;
40103080;Audiometria tonal limiar infantil condicionada (qualquer técnica) - Peep-show;;;
30501520;Rinosseptoplastia funcional por videoendoscopia;;;
40103072;Audiometria tonal limiar com testes de discriminação;;;
30501512;Perfuração do septo nasal - correção cirúrgica por videoendoscopia;;;
40103064;Audiometria de tronco cerebral (PEA) BERA;;;
30501504;Ozena - tratamento cirúrgico por videoendoscopia;;;
40103056;Potencial evocado auditivo Steady State (ASSR);;;
30501490;Imperfuração coanal - correção cirúrgica intranasal por videoendoscopia;;;
40103048;Audiometria (tipo Von Bekesy);;;
30501482;Epistaxe - cauterização da artéria esfenopalatina com microscopia - unilateral por videoendoscopia;;;
40103030;Análise computadorizada do segmento anterior - monocular ;;;
30501474;Corpos estranhos - retirada sob anestesia geral / hospital (nariz) - por videoendoscopia;;;
40103021;Análise computadorizada de papila e/ou fibras nervosas - monocular (GDX);;;
30501466;Turbinoplastia por radiofrequência;;;
40103013;Análise computadorizada da voz;;;
30501458;Turbinectomia ou turbinoplastia - unilateral;;;
40102149;Manometria Biliar;;;
30501440;Tumor intranasal - exérese por via transnasal;;;
40102130;pH-metria esofágica de 24 horas com quatro canais;;;
30501431;Tumor intranasal - exérese por rinotomia lateral;;;
40102122;pH-metria gástrica de 24 horas com quatro canais;;;
30501423;Tratamento de deformidade traumática nasal;;;
40102114;Impedâncio pH-metria esofágica;;;
30501415;Tratamento cirúrgico reparador do nariz em sela;;;
40102106;pH-metria esofágica computadorizada com três canais;;;
30501407;Tratamento cirúrgico do rinofima;;;
40102092;pH-metria esofágica computadorizada com dois canais;;;
30501393;Tratamento cirúrgico de deformidade nasal congênita;;;
40102084;pH-metria esofágica computadorizada com um canal;;;
30501385;Tratamento cirúrgico da atresia narinária;;;
40102076;Manometria esofágica para localização dos esfíncteres pré-pH-metria;;;
30501377;Sinéquia nasal - ressecção unilateral - qualquer técnica;;;
40102068;Manometria esofágica computadorizada sem teste provocativo;;;
30501369;Septoplastia (qualquer técnica sem vídeo);;;
40102050;Manometria esofágica computadorizada com teste provocativo;;;
30501350;Rinosseptoplastia funcional;;;
40102041;Manometria computadorizada anorretal para biofeedback - demais sessões;;;
30501342;Rinoplastia reparadora;;;
40102033;Manometria computadorizada anorretal para biofeedback - 1ª sessão;;;
30501334;Rinectomia total;;;
40102025;Manometria computadorizada anorretal;;;
30501326;Rinectomia parcial;;;
40102017;Bilimetria gástrica ou esofágica de 24 horas;;;
30501318;Ressecção de tumores malignos transnasais;;;
40101061;Ergoespirometria ou teste cardiopulmonar de exercício completo (espirometria forçada, consumo de O2, produção de CO2 e derivados, ECG, oximetria);;;
30501300;Reconstrução total de nariz - por estágio;;;
30501296;Reconstrução de unidade anatômica do nariz - por estágio;;;
40101053;Variabilidade da frequência cardíaca;;;
30501288;Polipectomia - unilateral (nariz);;;
40101045;Teste ergométrico convencional - 3 ou mais derivações simultâneas (inclui ECG basal convencional);;;
30501270;Perfuração do septo nasal - correção cirúrgica;;;
40101037;Teste ergométrico computadorizado (inclui ECG basal convencional);;;
30501261;Ozena - tratamento cirúrgico;;;
40101029;ECG de alta resolução;;;
30501253;Imperfuração coanal - correção cirúrgica transpalatina;;;
40101010;ECG convencional de até 12 derivações;;;
30501245;Imperfuração coanal - correção cirúrgica intranasal;;;
30501237;Fraturas dos ossos nasais - redução incruenta e gesso;;;
30501229;Fraturas dos ossos nasais - redução cirúrgica e gesso;;;
30501210;Fístula liquórica - tratamento cirúrgico por vídeo-endoscópico intranasal;;;
30501202;Fechamento de fístula liquórica transnasal;;;
30501199;Exérese de tumor nasal por vídeo-endoscópico;;;
30501180;Exérese de tumor com abordagem craniofacial oncológica (tempo facial) pirâmide nasal;;;
30501172;Epistaxe - tamponamento antero-posterior sob anestesia geral;;;
30501164;Epistaxe - tamponamento anterior;;;
30501156;Epistaxe - tamponamento  antero-posterior;;;
30501148;Epistaxe - ligadura das artérias etmoidais - acesso transorbitário - unilateral;;;
30501130;Epistaxe - cauterização das artérias etmoidais com microscopia - unilateral;;;
30501121;Epistaxe - cauterização da artéria esfenopalatina com microscopia - unilateral;;;
