codigo;descricao;porte;ch;co
31206085;Epispadia com incontinência - tratamento cirúrgico;;;
31206077;Epispadia - reconstrução por etapa;;;
31206069;Emasculação;;;
31206050;Eletrocoagulação de lesões cutâneas;;;
31206042;Doença de Peyronie - tratamento cirúrgico;;;
31206034;Biópsia peniana;;;
31206026;Amputação total;;;
31206018;Amputação parcial;;;
31205089;Vasostomia;;;
31205070;Cirurgia esterilizadora masculina;;;
31205046;Vasectomia unilateral;;;
31205038;Recanalização dos ductus deferentes (microcirurgia);;;
31205020;Exploração cirúrgica do deferente unilateral;;;
31205011;Espermatocelectomia unilateral;;;
31204066;Exérese de cisto unilateral;;;
31204058;Epididimovasoplastia unilateral microcirúrgica;;;
31204040;Epididimovasoplastia unilateral;;;
31204031;Epididimectomia unilateral;;;
31204023;Drenagem de abscesso - epidídimo;;;
31204015;Biópsia de epidídimo;;;
31203167;Tumor testicular na criança;;;
31203159;Correção laparoscópica de varicocele unilateral;;;
31203140;Orquiectomia intra-abdominal laparoscópica unilateral;;;
31203132;Orquidopexia laparoscópica unilateral;;;
31203124;Varicocele unilateral - correção cirúrgica;;;
31203116;Tumor de testículo - ressecção;;;
31203108;Torção de testículo - cura cirúrgica;;;
31203094;Reparação plástica (trauma);;;
31203086;Punção da vaginal;;;
31203078;Orquiectomia unilateral;;;
31203060;Orquidopexia unilateral;;;
31203051;Implante de prótese testicular unilateral;;;
31203043;Hidrocele unilateral - correção cirúrgica;;;
31203035;Escroto agudo - exploração cirúrgica;;;
31203027;Biópsia unilateral de testículo;;;
31203019;Autotransplante de um testículo;;;
31202071;Ressecção parcial da bolsa escrotal;;;
31202063;Reconstrução da bolsa escrotal com retalho inguinal pediculado - por estágio;;;
31202055;Plástica escrotal;;;
31202047;Exérese de cisto escrotal;;;
31202039;Elefantíase peno-escrotal - tratamento cirúrgico;;;
31202020;Drenagem de abscesso - escroto;;;
31202012;Biópsia escrotal;;;
31201164;Hipertrofia prostática - tratamento por diatemia;;;
31201156;Exérese laparoscópica de cisto de vesícula seminal unilateral;;;
31201148;Prostatavesiculectomia radical laparoscópica;;;
31201130;Ressecção endoscópica da próstata;;;
31201121;Prostatectomia a céu aberto;;;
31201113;Prostatavesiculectomia radical;;;
31201105;Hipertrofia prostática - tratamento por dilatação;;;
31201091;Hipertrofia prostática - implante de prótese;;;
31201083;Hipertrofia prostática - hipertermia ou termoterapia;;;
31201075;Hemorragia da loja prostática - revisão endoscópica;;;
31201067;Hemorragia da loja prostática - evacuação e irrigação;;;
31201059;Eletrovaporização de próstata;;;
31201040;Biópsia prostática - mais de 8 fragmentos;;;
31201032;Biópsia prostática - até 8 fragmentos;;;
31201024;Abscesso de próstata - drenagem;;;
31201016;Ablação prostática a laser por via endoscópica;;;
31104304;Retirada de implante no tratamento da incontinência urinária masculina - esfincter artificial;;;
31104290;Retirada e/ou substituição de implante no tratamento da incontinência urinária masculina - esfincter artificial;;;
31104282;Incontinência urinária masculina - esfincter artificial;;;
31104274;"Incontinência urinária masculina - \sling\""""";;;
31104266;Uretrotomia externa para retirada de cálculo ou corpo estranho;;;
31104258;Ressecção de corda da uretra;;;
31104240;Uretrectomia total;;;
31104231;Uretrotomia interna com prótese endouretral;;;
31104223;Uretrotomia interna;;;
31104215;Uretrostomia;;;
31104207;Uretroplastia posterior;;;
31104193;Uretroplastia anterior;;;
31104185;Tumor uretral - excisão;;;
31104177;Ressecção de válvula uretral posterior;;;
31104169;Ressecção de carúncula;;;
31104150;Neouretra proximal (cistouretroplastia);;;
31104142;Meatotomia uretral;;;
31104134;Meatoplastia (retalho cutâneo);;;
31104126;Injeções periuretrais (incluindo uretrocistocopia) por tratamento;;;
31104118;Incontinência urinária masculina - tratamento cirúrgico (exclui implante de esfincter artificial);;;
31104100;Fístula uretro-vaginal - correção cirúrgica;;;
31104096;Fístula uretro-retal - correção cirúrgica;;;
31104088;Fístula uretro-cutânea - correção cirúrgica;;;
31104070;Esfincterotomia - uretra;;;
31104061;Eletrocoagulação endoscópica;;;
31104053;Divertículo uretral - tratamento cirúrgico;;;
31104045;Corpo estranho ou cálculo - extração endoscópica;;;
31104037;Corpo estranho ou cálculo - extração cirúrgica;;;
31104029;Biópsia endoscópica de uretra;;;
31104010;Abscesso periuretral - tratamento cirúrgico;;;
31103596;Tratamento da hiperatividade vesical: injeção intravesical de toxina botulínica;;;
31103588;Tumor vesical, ressecção a céu aberto;;;
31103570;Colo vesical - ressecção cirúrgica;;;
31103561;Cistolitotripsia a laser;;;
31103553;Diverticulectomia vesical laparoscópica;;;
31103545;Neobexiga laparoscópica;;;
31103537;Cistectomia radical laparoscópica (inclui próstata ou útero);;;
31103529;Cistectomia parcial laparoscópica;;;
31103510;Correção laparoscópica de incontinência urinária;;;
31103502;Neobexiga uretral continente;;;
31103499;Neobexiga retal continente;;;
31103480;Neobexiga cutânea continente;;;
31103472;Retirada endoscópica de duplo J;;;
31103464;Vesicostomia cutânea;;;
31103456;Tumor vesical - ressecção endoscópica;;;
31103448;Tumor vesical - fotocoagulação a laser;;;
31103430;Retenção por coágulo - aspiração vesical;;;
31103413;Reimplante uretero-vesical à Boari;;;
31103405;Punção e aspiração vesical;;;
31103391;Pólipos vesicais - ressecção endoscópica;;;
31103383;Pólipos vesicais - ressecção cirúrgica;;;
31103375;Incontinência urinária com colpoplastia anterior - tratamento cirúrgico (com ou sem uso de prótese);;;
31103367;Incontinência urinária - tratamento endoscópico (injeção);;;
31103359;Incontinência urinária - tratamento cirúrgico supra-púbico;;;
31103340;Incontinência urinária - suspensão endoscópica de colo;;;
31103332;"Incontinência urinária - \sling\"" vaginal ou abdominal""";;;
31103324;Fístula vésico-vaginal - tratamento cirúrgico;;;
31103316;Fístula vésico-uterina - tratamento cirúrgico;;;
31103308;Fístula vésico-retal - tratamento cirúrgico;;;
31103294;Fístula vésico-entérica - tratamento cirúrgico;;;
31103286;Fístula vésico-cutânea - tratamento cirúrgico;;;
31103278;Extrofia vesical - tratamento cirúrgico;;;
31103260;Extrofia em cloaca - tratamento cirúrgico;;;
31103251;Enterocistoplastia (ampliação vesical);;;
31103243;Diverticulectomia vesical;;;
31103235;Corpo estranho - extração endoscópica;;;
31103227;Corpo estranho - extração cirúrgica;;;
31103219;Colo vesical - ressecção endoscópica;;;
31103200;Colo de divertículo - ressecção endoscópica;;;
31103197;Cistostomia por punção com trocater;;;
31103189;Cistostomia com procedimento endoscópico;;;
31103170;Cistostomia cirúrgica;;;
31103162;Cistorrafia (trauma);;;
31103154;Cistoplastia redutora;;;
31103146;Cistolitotripsia transuretral (U.S., E.H., E.C.);;;
31103138;Cistolitotripsia percutânea (U.S., E.H., E.C.);;;
31103111;Cistolitotripsia extracorpórea - reaplicações (até 3 meses);;;
31103103;Cistolitotripsia extracorpórea - 1ª sessão;;;
31103090;Cistolitotomia;;;
31103081;Cistectomia total;;;
31103073;Cistectomia radical (inclui próstata ou útero);;;
31103065;Cistectomia parcial;;;
31103057;Cálculo vesical - extração endoscópica;;;
31103049;Biópsia vesical a céu aberto;;;
31103030;Biópsia endoscópica de bexiga (inclui cistoscopia);;;
31103022;Bexiga psóica - tratamento cirúrgico;;;
31103014;Ampliação vesical;;;
31102590;Refluxo vésico-ureteral - tratamento endoscópico - unilateral;;;
31102581;Ureterolitotripsia transureteroscópica;;;
31102573;Ureteroenterostomia cutânea - unilateral;;;
31102565;Ureterorrenolitotripsia rígida unilateral a laser;;;
31102557;Reimplante ureterointestinal laparoscópico unilateral;;;
31102549;Reimplante uretero-vesical laparoscópico unilateral;;;
31102530;Correção laparoscópica de refluxo vesico-ureteral unilateral;;;
31102522;Ureteroplastia laparoscópica unilateral;;;
31102514;Ureteroureterostomia laparoscópica unilateral;;;
31102506;Ureterólise laparoscópica unilateral;;;
31102492;Ureterolitotomia laparoscópica unilateral;;;
31102476;Ureteroureterostomia unilateral;;;
31102468;Ureteroureterocistoneostomia;;;
31102450;Ureterotomia interna ureteroscópica rígida unilateral;;;
31102441;Ureterotomia interna ureteroscópica flexível unilateral;;;
31102433;Ureterotomia interna percutânea unilateral;;;
31102425;Ureterostomia cutânea unilateral;;;
31102417;Ureterossigmoidostomia unilateral;;;
31102409;Ureterossigmoidoplastia unilateral;;;
31102379;Ureterorrenolitotripsia rígida unilateral;;;
31102360;Ureterorrenolitotripsia flexível a laser unilateral;;;
31102352;Ureterorrenolitotomia unilateral;;;
31102344;Ureteroplastia unilateral;;;
31102328;Ureterolitotripsia extracorpórea - reaplicações (até 3 meses);;;
31102310;Ureterolitotripsia extracorpórea - 1ª sessão;;;
31102301;Ureterolitotomia unilateral;;;
31102298;Ureterólise unilateral;;;
31102280;Ureteroileostomia cutânea unilateral;;;
31102271;Ureteroileocistostomia unilateral;;;
31102263;Ureterocele - tratamento endoscópico - unilateral;;;
31102255;Ureterocele unilateral - ressecção a céu aberto;;;
31102247;Ureterectomia unilateral;;;
31102239;Transureterostomia;;;
31102220;Retirada endoscópica de cálculo de ureter unilateral;;;
31102204;Reimplante uretero-vesical unilateral - via combinada;;;
31102182;Reimplante ureteral por via extra ou intravesical unilateral;;;
31102174;Reimplante ureterointestinal uni ou bilateral;;;
31102131;Meatotomia endoscópica unilateral;;;
31102123;Fístula uretero-vaginal unilateral (tratamento cirúrgico);;;
31102115;Fístula uretero-intestinal unilateral (tratamento cirúrgico);;;
31102107;Fístula uretero-cutânea unilateral (tratamento cirúrgico);;;
31102093;Duplicação pieloureteral - tratamento cirúrgico - unilateral;;;
31102085;Dilatação endoscópica unilateral;;;
31102077;Colocação ureteroscópica de duplo J unilateral;;;
31102069;Colocação nefroscópica de duplo J unilateral;;;
31102050;Colocação cistoscópica de duplo J unilateral;;;
31102042;Colocação cirúrgica de duplo J unilateral;;;
31102034;Cateterismo ureteral unilateral;;;
31102026;Biópsia endoscópica de ureter unilateral;;;
31102018;Biópsia cirúrgica de ureter unilateral;;;
31101615;Pieloplastia laparoscópica unilateral na criança;;;
31101607;Pieloplastia na criança;;;
31101593;Cisto de supra-renal - tratamento cirúrgico;;;
31101585;Nefrectomia total unilateral por videolaparoscopia;;;
31101577;Nefrolitotripsia percutânea unilateral a laser;;;
31101569;Nefrectomia parcial laparoscópica unilateral;;;
31101550;Nefrectomia radical laparoscópica unilateral;;;
31101542;Nefroureterectomia com ressecção vesical laparoscópica unilateral;;;
31101534;Pielolitotomia laparoscópica unilateral;;;
31101526;Pieloplastia laparoscópica unilateral;;;
31101518;Nefropexia laparoscópica unilateral;;;
31101500;Biópsia renal laparoscópica unilateral;;;
31101496;Marsupialização laparoscópica de cisto renal unilateral;;;
31101488;Adrenalectomia laparoscópica unilateral;;;
31101470;Tumores retro-peritoneais  malignos unilaterais - exérese;;;
31101461;Tumor Wilms - tratamento cirúrgico;;;
31101453;Tumor renal - enucleação unilateral;;;
31101445;Tratamento cirúrgico da fístula pielo-intestinal;;;
31101437;Transuretero anastomose;;;
31101429;Sinfisiotomia (rim em ferradura);;;
31101410;Revascularização renal - qualquer técnica;;;
31101402;Punção biópsia renal percutânea;;;
31101399;Punção aspirativa renal para diagnóstico de rejeição (ato médico);;;
31101380;Pielotomia exploradora unilateral;;;
31101372;Pielostomia unilateral;;;
31101364;Pieloplastia;;;
31101356;Pielolitotomia unilateral;;;
31101348;Pielolitotomia com nefrolitotomia simples unilateral;;;
31101330;Pielolitotomia com nefrolitotomia anatrófica unilateral;;;
31101321;Nefroureterectomia com ressecção vesical unilateral;;;
31101313;Nefrostomia percutânea unilateral;;;
31101305;Nefrostomia a céu aberto unilateral;;;
31101291;Nefrorrafia (trauma) unilateral;;;
31101283;Nefropexia unilateral;;;
31101275;"Nefrolitotripsia percutânea (pneumática ou pneumático-balística - MEC; eletrohidráulica -  E.H.; OU ultrassom - U.S.)";;;
31101259;Nefrolitotripsia extracorpórea - reaplicações (até 3 meses);;;
31101240;Nefrolitotripsia extracorpórea - 1ª sessão;;;
31101232;Nefrolitotomia simples unilateral;;;
31101224;Nefrolitotomia percutânea unilateral;;;
31101216;Nefrolitotomia anatrófica unilateral;;;
31101208;Nefro ou pieloenterocistostomia unilateral;;;
31101194;Nefrectomia total unilateral;;;
31101186;Nefrectomia radical unilateral;;;
31101178;Nefrectomia parcial unilateral extracorpórea;;;
31101160;Nefrectomia parcial unilateral;;;
31101151;Nefrectomia parcial com ureterectomia;;;
31101135;Marsupialização de cistos renais unilateral;;;
31101127;Lombotomia exploradora;;;
31101119;Fístula pielo-cutânea - tratamento cirúrgico;;;
31101100;Estenose de junção pieloureteral - tratamento cirúrgico;;;
31101097;Endopielotomia percutânea unilateral;;;
31101089;Cisto renal - escleroterapia percutânea - por cisto;;;
31101070;Biópsia renal cirúrgica unilateral;;;
31101062;Autotransplante renal unilateral;;;
31101054;Angioplastia renal unilateral transluminal;;;
31101046;Angioplastia renal unilateral a céu aberto;;;
31101038;Adrenalectomia unilateral;;;
31101020;Abscesso renal ou peri-renal - drenagem percutânea;;;
31101011;Abscesso renal ou peri-renal - drenagem cirúrgica;;;
31009360;Herniorrafia inguinal em criança - unilateral;;;
31009352;Laparotomia exploradora, ou para biópsia, ou para drenagem de abscesso, ou para liberação de bridas em vigência de oclusão por videolaparoscopia;;;
31009344;Herniorrafia recidivante por videolaparoscopia;;;
31009336;Herniorrafia inguinal - unilateral por videolaparoscopia;;;
31009328;Herniorrafia crural - unilateral por videolaparoscopia;;;
31009310;Herniorrafia com ressecção intestinal - estrangulada - por videolaparoscopia;;;
31009301;Teratoma sacro-coccígeo - exérese;;;
31009298;Ressutura da parede abdominal (por deiscência total ou evisceração);;;
31009280;Ressecção de cisto ou fístula ou restos do ducto onfalomesentérico;;;
31009271;Ressecção de cisto ou fístula de úraco;;;
31009263;Reparação de outras hérnias (inclui herniorrafia muscular);;;
31009255;Reconstrução da parede abdominal com retalho muscular ou miocutâneo;;;
31009247;Paracentese abdominal;;;
31009239;Onfalocele/gastrosquise - segundo tempo - tratamento cirúrgico;;;
31009220;Onfalocele/gastrosquise em 1 tempo ou primeiro tempo ou prótese - tratamento cirúrgico;;;
31009204;Neuroblastoma abdominal - exérese;;;
31009174;Laparotomia exploradora, ou para biópsia, ou para drenagem de abscesso, ou para liberação de bridas em vigência de oclusão;;;
31009166;Herniorrafia umbilical;;;
31009158;Herniorrafia sem ressecção intestinal encarcerada;;;
31009140;Herniorrafia recidivante;;;
31009131;Herniorrafia lombar;;;
31009123;Herniorrafia inguinal no RN ou lactente;;;
31009115;Herniorrafia inguinal - unilateral;;;
31009107;Herniorrafia incisional;;;
31009093;Herniorrafia epigástrica;;;
31009085;Herniorrafia crural - unilateral;;;
31009077;Herniorrafia com ressecção intestinal - estrangulada;;;
31009069;Hérnia inguinal encarcerada em RN ou lactente - tratamento cirúrgico;;;
31009050;Diástase dos retos-abdominais - tratamento cirúrgico;;;
31009042;Cisto sacro-coccígeo - tratamento cirúrgico;;;
31009026;Biópsia de parede abdominal;;;
31009018;Abscesso perineal - drenagem cirúrgica;;;
31008119;Diálise peritoneal automática por mês (agudo ou crônico);;;
31008100;Epiploplastia por videolaparoscopia;;;
31008097;Retirada de cateter Tenckhoff;;;
31008070;Instalação de cateter Tenckhoff;;;
31008062;Implante de cateter peritoneal;;;
31008054;Epiploplastia;;;
31008046;Diálise peritoneal automática (APD) - tratamento (agudo ou crônico);;;
31008038;Diálise peritoneal ambulatorial contínua (CAPD) por mês/paciente;;;
31008020;Diálise peritoneal ambulatorial contínua (CAPD) 9 dias - treinamento;;;
31008011;Diálise peritoneal intermitente - agudo ou crônico (por sessão);;;
31007074;Esplenorrafia por videolaparoscopia;;;
31007066;Esplenectomia total por videolaparoscopia;;;
31007058;Esplenectomia parcial por videolaparoscopia;;;
31007040;Esplenorrafia;;;
31007031;Esplenectomia total;;;
31007023;Esplenectomia parcial;;;
20204256;Terapia avançada para o tratamento da Atrofia Muscular Espinhal;;;
31007015;Biópsia esplênica;;;
20204248;Terapia com alfacerliponase para Lipofuscinose Ceroide Neuronal Tipo 2 (CLN2);;;
31006183;Pseudocisto pâncreas - drenagem interna por videolaparoscopia;;;
20204230;Terapia imunobiológica intramuscular (por sessão) - hospitalar;;;
20204221;Terapia anabólica óssea subcutânea - hospitalar;;;
31006175;Pseudocisto pâncreas - drenagem externa por videolaparoscopia;;;
20204213;Terapia biológica anti-reabsortiva óssea subcutânea - hospitalar;;;
31006167;Enucleação de tumores pancreáticos por videolaparoscopia;;;
20204205;Terapia anti-reabsortiva óssea intravenosa - hospitalar;;;
31006159;Biópsia de pâncreas por videolaparoscopia;;;
20204191;TROMBÓLISE ENDOVENOSA NO ACIDENTE VASCULAR CEREBRAL AVC ISQUÊMICO AGUDO;;;
31006132;Cisto pancreático - gastroanastomose - tratamento cirúrgico;;;
20204183;Terapia imunoprofilática para o vírus sincicial respiratório (por sessão) - hospitalar;;;
31006124;Cisto pancreático - cistojejunoanastomose - tratamento cirúrgico;;;
31006116;Pseudocisto pâncreas - drenagem interna (qualquer técnica);;;
20204175;Terapia imunobiológica subcutânea (por sessão) - hospitalar ;;;
31006108;Pseudocisto pâncreas - drenagem externa (qualquer técnica);;;
20204167;Terapia imunobiológica intravenosa (por sessão) - hospitalar;;;
31006094;Pancreatorrafia;;;
20204159;Pulsoterapia intravenosa (por sessão) - hospitalar;;;
31006086;Pancreato-enterostomia;;;
20204086;Terapia oncológica com aplicação intra-arterial de medicamentos, em regime de aplicação peroperatória, por meio de cronoinfusor ou perfusor extra-corpórea ;;;
31006078;Pancreato-duodenectomia com linfadenectomia;;;
20204043;Priapismo - tratamento não cirúrgico;;;
31006060;Pancreatectomia parcial ou sequestrectomia;;;
20204035;Cardioversão química de arritmia paroxísta em emergência;;;
31006051;Pancreatectomia corpo caudal com preservação do baço;;;
20204027;Cardioversão elétrica de emergência;;;
31006043;Hipoglicemia - tratamento cirúrgico (pancreatotomia parcial ou total);;;
20203071;Pacientes em pós-operatório de cirurgia cardíaca, hospitalizado, até 8 semanas de programa;;;
31006035;Enucleação de tumores pancreáticos;;;
20203063;Pacientes com doença isquêmica do coração, hospitalizado, até 8 semanas de programa;;;
31006027;Biópsia de pâncreas por punção dirigida;;;
20203047;Assistência fisiátrica respiratória em doente clínico internado;;;
31006019;Biópsia de pâncreas por laparotomia;;;
20203020;Eletroestimulação do assoalho pélvico e/ou outra técnica de exercícios perineais;;;
31005691;Biópsia hepática transparietal (acima de 3 fragmentos);;;
20203012;Assistência fisiátrica respiratória em paciente internado com ventilação mecânica ;;;
31005683;Biópsia hepática por laparotomia (acima de 3 fragmentos);;;
20202067;Monitorização da pressão intracraniana (por dia);;;
31005675;Biópsia hepática por videolaparoscopia;;;
20202059;Potencial evocado intra-operatório - monitorização cirúrgica (PE/IO) ;;;
31005667;Ressecção de cisto hepático sem hepatectomia por videolaparoscopia;;;
20202040;Monitorização neurofisiológica intra-operatória ;;;
31005659;Ressecção de cisto hepático com hepatectomia por videolaparoscopia;;;
20202032;Monitorização hemodinâmica invasiva (por 12 horas);;;
31005640;Radioablação / termoablação de tumores hepáticos por videolaparoscopia;;;
20202024;Cardiotocografia intraparto (por hora) até 6 horas externa;;;
31005632;Punção hepática para drenagem de abcessos por videolaparoscopia;;;
20202016;Cardiotocografia anteparto;;;
31005624;Lobectomia hepática esquerda por videolaparoscopia;;;
20201150;Acompanhamento clínico hospitalar do tabagista em síndrome de abstinência, por avaliação, com visitas pós internação e pré alta, limitada a 2;;;
31005616;Lobectomia hepática direita por videolaparoscopia;;;
20201141;Acompanhamento clínico de transplante hepático no período de internação do receptor e do doador;;;
31005608;Hepatorrafia por videolaparoscopia;;;
20201133;Acompanhamento médico na litotripsia extracorpórea;;;
31005594;Hepatorrafia complexa com lesão de estruturas vasculares biliares por videolaparoscopia;;;
20201125;Avaliação clínica diária parenteral e enteral;;;
31005586;Enucleação de metástase hepáticas por videolaparoscopia;;;
20201117;Avaliação clínica diária parenteral;;;
31005578;Desconexão ázigos - portal sem esplenectomia por videolaparoscopia;;;
20201109;Avaliação clínica diária enteral;;;
31005560;Desconexão ázigos - portal com esplenectomia por videolaparoscopia;;;
31005551;Coledocotomia ou coledocostomia sem colecistectomia por videolaparoscopia;;;
20201095;Assistência cardiológica no pós-operatório de cirurgia cardíaca (após a alta da UTI) ;;;
31005543;Coledocotomia ou coledocostomia com colecistectomia por videolaparoscopia;;;
20201087;Tratamento  conservador  de  traumatismo  cranioencefálico, hipertensão  intracraniana  e  hemorragia (por dia);;;
31005535;Colédoco-duodenostomia por videolaparoscopia;;;
20201079;Transplante duplo rim-pâncreas - acompanhamento clínico (pós-operatório até 15 dias) ;;;
31005527;Colédoco ou hepático-jejunostomia por videolaparoscopia;;;
20201060;Rejeição de enxerto renal - tratamento internado - avaliação clínica diária - por visita;;;
31005519;Colecistostomia por videolaparoscopia;;;
20201052;Cardioversão elétrica eletiva (avaliação clínica, eletrocardiográfica, indispensável à desfibrilação);;;
31005500;Colecistojejunostomia por videolaparoscopia;;;
20201044;Assistência cardiológica peroperatória em cirurgia geral e em parto (horas suplementares) - máximo de 4 horas ;;;
31005497;Colecistectomia sem colangiografia por videolaparoscopia;;;
20201036;Assistência cardiológica peroperatória em cirurgia geral e em parto (primeira hora) ;;;
31005489;Colecistectomia com fístula biliodigestiva por videolaparoscopia;;;
20201028;Acompanhamento peroperatório;;;
31005470;Colecistectomia com colangiografia por videolaparoscopia;;;
20201010;Acompanhamento clínico de transplante renal no período de internação do receptor e do doador (pós-operatório até 15 dias);;;
31005462;Alcoolização percutânea dirigida de tumor hepático por videolaparoscopia;;;
31005454;Abscesso hepático - drenagem cirúrgica por videolaparoscopia;;;
20105037;Fornecimento de equipamentos coletores e adjuvantes para colostomia, ileostomia e urostomia, sonda vesical de demora e coletor de urina;;;
31005446;Coledocotomia ou coledocostomia com colecistectomia;;;
20105029;Perícia psiquiátrica administrativa;;;
31005438;Trissegmentectomias;;;
31005420;Tratamento cirúrgico de estenose cicatricial das vias biliares;;;
20105010;Perícia forense, por psiquiatra forense;;;
20104588;Terapia para Doença de Fabry Clássica;;;
31005403;Sequestrectomia hepática;;;
20104545;Terapia medicamentosa injetável ambulatorial;;;
31005390;Segmentectomia hepática;;;
31005381;Ressecção de tumor de vesícula ou da via biliar sem hepatectomia;;;
20104529;Aplicação de contraceptivo hormonal injetável;;;
31005373;Ressecção de tumor de vesícula ou da via biliar com hepatectomia;;;
20104510;Terapia imunobiológica intramuscular (por sessão) - ambulatorial;;;
31005365;Ressecção de cisto hepático sem hepatectomia;;;
20104502;Terapia anabólica óssea subcutânea - ambulatorial;;;
31005357;Ressecção de cisto hepático com hepatectomia;;;
20104499;Terapia biológica anti-reabsortiva óssea subcutânea - ambulatorial;;;
31005330;Radioablação / termoablação de tumores hepáticos;;;
20104480;Terapia anti-reabsortiva óssea intravenosa - ambulatorial  ;;;
31005322;Punção hepática para drenagem de abscessos;;;
20104472;Terapia subcutânea com imunoglobulina humana policlonal;;;
31005314;Papilotomia transduodenal;;;
20104464;Terapia imunoprofilática para o vírus sincicial respiratório (por sessão) - ambulatorial;;;
31005306;Lobectomia hepática esquerda;;;
20104456;Tratamento preventivo da migrânea crônica;;;
31005292;Lobectomia hepática direita;;;
20104448;Terapia de pressão negativa - ambulatorial;;;
31005284;Hepatorrafia complexa com lesão de estruturas vasculares biliares;;;
20104430;Terapia antineoplásica oral para tratamento do câncer;;;
31005276;Hepatorrafia;;;
20104421;Terapia imunobiológica subcutânea (por sessão) ambulatorial;;;
31005268;Enucleação de metástases, por metástase;;;
20104413;Estimulação magnética transcraniana superficial (repetida) - EMT;;;
31005250;Enucleação de metástases hepáticas;;;
20104405;Terapia fotodinâmica;;;
31005241;Drenagem biliar trans-hepática;;;
20104391;Terapia imunobiológica intravenosa (por sessão) - ambulatorial;;;
31005233;Desvascularização hepática;;;
20104383;Pulsoterapia intravenosa (por sessão) - ambulatorial;;;
31005225;Desconexão ázigos - portal sem esplenectomia;;;
20104375;Pneumotórax artificial;;;
31005217;Desconexão ázigos - portal com esplenectomia;;;
20104367;Pneumoperitônio (por sessão);;;
31005209;Derivação porto sistêmica;;;
20104359;Massagem prostática;;;
31005195;Coledocoscopia intra-operatória;;;
20104340;Cateterismo de canais ejaculadores;;;
31005187;Coledocotomia ou coledocostomia sem colecistectomia;;;
20104332;Bota de Unna - confecção;;;
31005179;Colédoco-duodenostomia;;;
20104324;Curativo oftalmológico;;;
31005160;Colédoco ou hepaticoplastia;;;
20104316;Curativo de ouvido (cada) ;;;
31005152;Colédoco ou hepático-jejunostomia (qualquer técnica);;;
31005144;Colecistostomia;;;
20104308;Terapia oncológica - por dia subsequente de tratamento (até o início do próximo ciclo);;;
31005136;Colecistojejunostomia;;;
20104294;Terapia oncológica - planejamento e 1º dia de tratamento;;;
31005128;Colecistectomia sem colangiografia;;;
20104286;Terapia oncológica com aplicação intra-arterial ou intravenosa de medicamentos em infusão de duração mínima de 6 horas - por dia subsequente de tratamento (até o início do próximo ciclo);;;
31005110;Colecistectomia com fístula biliodigestiva;;;
20104278;Terapia oncológica com aplicação intra-arterial ou intravenosa de medicamentos em infusão de duração mínima de 6 horas - planejamento e 1º dia de tratamento ;;;
20104260;Terapia oncológica com aplicação de medicamentos por via intracavitária ou intratecal  - por procedimento ;;;
31005101;Colecistectomia com colangiografia;;;
20104251;Terapia oncológica com altas doses - por dia subsequente de tratamento (até o início do próximo ciclo);;;
31005098;Cisto de colédoco - tratamento cirúrgico;;;
20104243;Terapia oncológica com altas doses - planejamento e 1º dia de tratamento;;;
31005080;Laparotomia para implantação cirúrgica de cateter arterial visceral para quimioterapia;;;
20104235;Terapia inalatória - por nebulização;;;
31005071;Biópsia hepática transparietal (até 3 fragmentos);;;
20104227;Sessão de psicoterapia infantil ;;;
31005063;Biópsia hepática por laparotomia (até 3 fragmentos);;;
20104219;Sessão de psicoterapia individual;;;
31005047;Atresia de vias biliares - tratamento cirúrgico;;;
20104200;Sessão de psicoterapia de grupo (por paciente) ;;;
31005039;Anastomose biliodigestiva intra-hepática;;;
20104197;Sessão de psicoterapia de casal ;;;
31005020;Alcoolização percutânea dirigida de tumor hepático;;;
20104189;Sessão de oxigenoterapia hiperbárica (por sessão de 2 horas);;;
31005012;Abscesso hepático - drenagem cirúrgica (até 3 fragmentos);;;
20104170;Sessão de eletroconvulsoterapia (em sala com oxímetro de pulso, monitor de ECG, EEG), sob anestesia;;;
31004350;Desarterialização hemorroidária transanal com mucopexia guiada por doppler;;;
20104154;Instilação vesical ou uretral;;;
31004342;Anopexia mecânica com grampeador;;;
20104146;Imunoterapia inespecífica - 30 dias - planejamento técnico;;;
31004334;Esfincterotomia  - ânus;;;
20104138;Imunoterapia específica - 30 dias - planejamento técnico;;;
31004326;Prurido anal - tratamento cirúrgico;;;
20104120;Fototerapia com UVA (PUVA) (por sessão);;;
31004318;Trombose hemorroidária - exérese;;;
20104111;Dilatação uretral (sessão);;;
31004300;Tratamento cirúrgico de retocele (colpoperineoplastia posterior);;;
20104103;Curativos em geral sem anestesia, exceto queimados ;;;
31004288;Reconstrução total anoperineal;;;
20104090;Curativo de extremidades de origem vascular ;;;
31004270;Reconstituição de esfincter anal por plástica muscular (qualquer técnica);;;
20104081;Curativos em geral com anestesia, exceto queimados ;;;
31004261;Prolapso retal - tratamento cirúrgico perineal;;;
20104073;Crioterapia (grupo de até 5 lesões) ;;;
31004253;Prolapso retal - esclerose (por sessão);;;
31004245;Pólipo retal - ressecção endoanal;;;
20104065;Cerumen - remoção - unilateral;;;
31004237;Papilectomia (única ou múltipla);;;
20104057;Cauterização química vesical;;;
31004229;Lesão anal - eletrocauterização;;;
20104049;Cateterismo vesical em retenção urinária;;;
31004210;Laceração anorretal - tratamento cirúrgico por via perineal;;;
